e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain
13-Sep-2023 05:00 PM,13-Oct-2023 05:00 PM,16-Oct-2023 12:00 PM,"[NHAI/RO-MP(East)Road Safety Consultant /project work /2023 ]
																				[NHAI/RO-MP(East)Road Safety Consultant /project wo][2023_NHAI_167481_1]",National Highways Authority of India||RO-Bhopal - NHAI
13-Sep-2023 03:20 PM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[Engagement of Safety Consultant Services for Construction of Greenfield connectivity to Jewar International Airport from DND-Faridabad-Ballabgarh Bypass KMP Link-Spur to Delhi Mumbai Expressway on HAM under BMP in the state of Haryana and UP]
																				[HAI/CMU/MTR/Jewar/ Road-Safety-Consultant/2023][2023_NHAI_167486_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
13-Sep-2023 02:00 PM,04-Oct-2023 11:00 AM,05-Oct-2023 11:30 AM,"[Short Term Rectification of MoRTH identified Blackspots on Ambala-Chandigarh from km. 5.735 to km. 39.960 of Old NH-22 (New NH-152) in the State of Punjab (2nd Call)]
																				[PD-CHD/AMB-CHD/RFP][2023_NHAI_167466_1]",National Highways Authority of India||RO-Chandigarh - NHAI||Jalandhar - NHAI
13-Sep-2023 01:30 PM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[Construction of Service road (length 1786 M.) BHS on Kaithal-Rajasthan Border for village Bir Babran from Km.97.900 to Km.98.800 of NH-65 (New NH-52/152) in the State of Haryana]
																				[PD-HSR/HSR-DBL/NH-10/PKG-I/RFP][2023_NHAI_167463_1]",National Highways Authority of India||RO-Chandigarh - NHAI||Jalandhar - NHAI
13-Sep-2023 09:00 AM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through etender for Gananguru FP at Km.116.500 for 6laning of Bengaluru Nidaghatta section of NH-275 in the state of Karnataka]
																				[NHAI/13013/547/CO/23-24/ CB/Gananguru FP][2023_NHAI_167417_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
13-Sep-2023 09:00 AM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of cb through for Kaniminike fp at km 23.900 on LHS of NH-275 and Sheshagirihalli fp at km 26.800 on RHS of NH-275 in the State of Karnataka]
																				[NHAI/13013/547/CO/23-24/ CB/Kaniminike n Sheshagir][2023_NHAI_167415_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
12-Sep-2023 06:55 PM,02-Oct-2023 03:00 PM,03-Oct-2023 03:30 PM,"[Supervision Consultancy Services during O and M stage and Construction stage ]
																				[NHAI/PIU/VNS/SC/NH-56/2023-24/][2023_NHAI_167402_1]",National Highways Authority of India||RO-Lucknow(E) - NHAI||Varanasi - NHAI
12-Sep-2023 05:15 PM,04-Oct-2023 05:00 PM,05-Oct-2023 05:00 PM,"[Annual Maintenance of Maduravoyal Section of NH 4 from Km 9.410  to Km 10.200 in the state of Tamil Nadu]
																				[NHAI/ROCHN/NH-4/OM/2023-24/142][2023_NHAI_167397_1]",National Highways Authority of India||RO-Chennai - NHAI
12-Sep-2023 02:00 PM,26-Oct-2023 02:00 PM,27-Oct-2023 03:00 PM,"[Rectification repair work of pavement at risk and cost of concessionaire]
																				[NHAI/PIU-RRK/RO-UKD/2023][2023_NHAI_167343_1]",National Highways Authority of India||RO-Dehradun - NHAI
12-Sep-2023 12:00 PM,26-Oct-2023 11:00 AM,27-Oct-2023 12:00 PM,"[Rectification repair work of pavement at risk and cost of concessionaire]
																				[NHAI/PIU-RRK/RO-UKD/2023 ][2023_NHAI_167312_1]",National Highways Authority of India||RO-Dehradun - NHAI
12-Sep-2023 11:50 AM,03-Oct-2023 03:00 PM,04-Oct-2023 03:30 PM,"[The Regional Office Bangalore, National Highways Authority of India NHAI hereby invites bid through etendering from experienced firms organizations whose corporate office branch office is located either in Bangalore or City of PIUs ]
																				[NIT  No.12 /NHAI/RO-BNG/19027-Tender][2023_NHAI_167314_1]",National Highways Authority of India||RO-Bangalore - NHAI
11-Sep-2023 06:55 PM,07-Oct-2023 11:00 AM,09-Oct-2023 11:00 AM,"[Appointment of Safety Consultant for Construction of 4 lane Access Controlled New Greenfield Highway Section of Warangal to Khammam section of NH-163G from Oorugonda village at Ch.112.240 to V.Venkatayapalem Village at Ch.220.48 Km (Pkg  I,II,III)]
																				[NHAI/RO-HYD/Safety Consultant/W-K/ RFP/2023][2023_NHAI_167290_1]",National Highways Authority of India||RO-Hyderabad - NHAI
11-Sep-2023 06:00 PM,10-Oct-2023 03:00 PM,11-Oct-2023 04:00 PM,"[Providing and fixing installation of MBCB at high embankment location and also locations as per Engineer decision of Durg bypass from Km. 308.600 to Km. 323.600 of NH-53 in the State of CG.]
																				[11052/RO-Raipur/Tender/DB/MBCB][2023_NHAI_167277_1]",National Highways Authority of India||RO-Raipur - NHAI
11-Sep-2023 05:30 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through etender for Komalla FP at km 100.550 for four lane of Yadgiri to Warangal Section of National Highway number 163 (New NH-202) in the State of Telangana]
																				[NHAI/13013/547/CO/23-24/ CB/Komalla FP][2023_NHAI_167272_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
11-Sep-2023 05:30 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through etender for Khamara FP at km 25.855 for the sec of NH-149 in the state of Odisha]
																				[NHAI/13013/547/CO/23-24/ CB/Khamara FP][2023_NHAI_167269_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
11-Sep-2023 05:00 PM,03-Oct-2023 03:00 PM,04-Oct-2023 03:00 PM,"[Providing Running and Maintenance of Commercial Vehicles for PIU Ahmedabad]
																				[NHAI/PIU AHD/NIT/Vehicle/2023 24/2576][2023_NHAI_167248_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
11-Sep-2023 02:00 PM,26-Sep-2023 02:00 PM,27-Sep-2023 02:00 PM,"[Construction of Foot Over Bridge at Km 48.700 VVV College for women in Madurai Kanyakumari section]
																				[NHAI/PD/MDU/Tender/05/2023/PIU Madurai][2023_NHAI_162346_3]",National Highways Authority of India||RO-Chennai - NHAI||Madurai - NHAI
08-Sep-2023 06:55 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,"[BC overlay work on Barmer Sanchore Gujrat Border (upto Gandhav Bridge) section of NH 68 from Km. 153.034 to Km. 259.300 in the state of Rajasthan]
																				[NHAI/11011/Tenders/ 2023-ROJ/overlay-BMGB][2023_NHAI_167141_1]",National Highways Authority of India||RO-Jaipur - NHAI
08-Sep-2023 04:30 PM,25-Sep-2023 11:00 AM,26-Sep-2023 11:30 AM,"[Repair and Maintenance of Project Highway at risk and cost of Concessionaire in 6 laning of Chandikhole Jagatpur Bhubaneswar of NH 16 in the state of Odisha.]
																				[NHAI/13012/124/RO/OD/2023][2023_NHAI_167116_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
08-Sep-2023 10:00 AM,23-Sep-2023 10:00 AM,25-Sep-2023 10:00 AM,"[Special repairs filling of the potholees and patch repairs from Km 138 800 km 266 865 of NH 38 in the state of Tamil Nadu]
																				[11013/NH-38/24/Tender/Pot Holes/2023-1][2023_NHAI_163844_2]",National Highways Authority of India||RO-Chennai - NHAI||Madurai - NHAI
07-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of competitive bidding through e-tender on Kot-Karor Kalan fee plaza at km 205.000 Harike-Zira-Faridkot Section of NH-15 in the state of Punjab]
																				[NHAI/13013/547/CO/ 23-24/CB/Kot-Karor Kalan FP][2023_NHAI_166965_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
07-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of competitive bidding through e-tender on Dhoki Fee Plaza at km 178.100 for End of Ane Ghat to Start of Ahmednagar Section of NH-222 of two Lane section in the State of Maharashtra]
																				[NHAI/13013/547/CO/ 23-24/CB/Dhoki FP][2023_NHAI_166964_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
07-Sep-2023 09:00 AM,20-Sep-2023 11:00 AM,21-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of competitive bidding through e-tender for Mirzapur Fee Plaza at km 14.600 on NH-752C for Pachore-Shujalpur Section from km 2.700 to km 33.000 in the State of Madhya Pradesh]
																				[NHAI/13013/547/CO/ 23-24/CB/Mirzapur FP][2023_NHAI_166963_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
07-Sep-2023 09:00 AM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,"[Safety Consultant for Construction period for 4 laning of Bodhre-Dhule Section from Km 390 Km 457.231 of NH-52 (Design length - 67.231 Km) in the State of Maharashtra under Bharatmala Pariyojana on Hybrid Annuity Mode]
																				[NHAI/RO-NAG/TENDERS/2023-24/13][2023_NHAI_166956_1]",National Highways Authority of India||RO-Nagpur - NHAI
07-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee agency on the basis of CB through e_tender at  Chachadgaon FP at design Km 32.450  for the use of two lane with paved shoulder  of Nashik Peth  section of  from design Km 11.600 to 65.115 of NH 848 in Maharashtra ]
																				[NHAI/13013/547/CO/23-24 /CB/ Chachadgaon FP][2023_NHAI_166959_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
06-Sep-2023 06:55 PM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through e-tender at Keezhkuppam FP at km 97.500 for the section from Manavalanullur to Chinnasalem (km 57.800 to km 110.942) of NH 532 in Tamil Nadu.]
																				[NHAI/13013/547/ CO/23-24/ CB/Keezhkuppam FP][2023_NHAI_166955_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
06-Sep-2023 06:55 PM,09-Oct-2023 11:00 AM,10-Oct-2023 11:30 AM,"[IE Const of 4Laning of Satai ghat to Chowka sec NH34 from Ch.89.875 to Ch.145.000 PKG3 and 4Laning of Chowka to Kaimaha MP/UP Border sec NH34 from Ch.145.000 to Ch.197.266 excluding existing Chhatarpur bypass from Ch160.307 to Ch.168.630 Pkg4 HAM]
																				[NHAI/HQ/MP/Sagar Kabrai/IE/PKG 3n4/2023][2023_NHAI_166949_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
06-Sep-2023 06:55 PM,06-Oct-2023 12:00 PM,07-Oct-2023 12:00 PM,"[Construction of 6L Flyover at the Junction of Nilam Hotel (Ch261.500) ,Chalthan Chokdi (Ch263.400) and Service road at Palod (Ch235.600) for Rectification of Blackspots on Vadodara-Surat Section Of NH-8 (New NH-48) in the State of Gujarat on EPC Mode]
																				[NHAI/RO-GNR/NH-48/Blackspots /Nilam-Chalthan/2023][2023_NHAI_160662_2]",National Highways Authority of India||RO-Gandhinagar - NHAI
06-Sep-2023 05:00 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,"[Development of 4 lane Economic Corridor from Guskara-Katwa Road to Mayurakshi Bridge Approach section Km 133.000 to Km 180.000 of NH 116A (Pkg-IV) in the state of West Bengal under Hybrid Annuity Mode.]
																				[NHAI/WB/EC/ Kharagpur-Moregram/ Gf/Pkg4][2023_NHAI_166914_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
06-Sep-2023 03:40 PM,26-Oct-2023 11:00 AM,27-Oct-2023 11:30 AM,"[Development of 4 lane EC from Bowaichandi to Guskara-Katwa Road Sec Km 89.814 to Km 133.000 of NH 116A (Package3) in the state of West Bengal under Hybrid Annuity Mode.]
																				[NHAI/WB/EC /Kharagpur-Moregram /GF/Pkg3/ 2023	][2023_NHAI_166878_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
06-Sep-2023 02:00 PM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through for Puraini FP at Km.79.304 for the section Nagina  Kashipur from km 71.614 to km 170.407 of NH 74 in Pradesh and Uttarakhand ]
																				[NHAI/13013/547/ CO/23-24/CB/Puraini FP ][2023_NHAI_166844_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
06-Sep-2023 01:40 PM,19-Sep-2023 11:00 AM,20-Sep-2023 12:30 PM,"[Shifting of 400 Kv Meramundali JSPL DC Transmission line at 3 no location in CUTTACK ANGUL Section NH 55 from KM 60.000 to km 112.000 PKGII in the state of Odisha 2nd Call]
																				[NHAI/13012/106/RO/OD/2023][2023_NHAI_166849_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
06-Sep-2023 12:00 PM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Hiring of One no. Vehicle (Bolero or equivalent) category on monthly basis at NHAI - PIU Shillong, Meghalaya]
																				[NHAI/PIU/SHL/VEHICLE/BOLERO OR EQUIVALENT/][2023_NHAI_166816_1]",National Highways Authority of India||RO-Guwahati - NHAI||Shillong - NHAI
06-Sep-2023 12:00 PM,19-Sep-2023 11:00 AM,20-Sep-2023 11:00 AM,"[Hiring of One no Vehicle (Scorpio or equivalent) category on monthly basis at NHAI - PIU Shillong, Meghalaya ]
																				[NHAI/PIU/SHL/VEHICLE/Scorpio or equivalent][2023_NHAI_166800_1]",National Highways Authority of India||RO-Guwahati - NHAI||Shillong - NHAI
06-Sep-2023 11:10 AM,26-Sep-2023 11:00 AM,27-Sep-2023 11:30 AM,"[CS for AE for improvement and rehabilitation of Lucknow Ayodhya sec of NH28(New27) from Km 8.000 to Km 121.600 in the State of Uttar Pradesh on EPC Mode (Package I and II) ]
																				[NHAI/HQ/UP (West)/Lucknow-Ayodhya /AE/2023][2023_NHAI_166799_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
06-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee agency on the basis of CB through e-tender at Karodi fee plaza located at at Design Km 320.100 for the use of four and more lane section of Aurangabad to Karodi Section to km320.640 of NH-211 in the State of Maharashtra]
																				[NHAI/13013/547/CO/ 23-24/CB/Karodi  FP][2023_NHAI_166780_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
06-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of CB through etender on Yerradoddi FP at km 158.215 for the sec from Mudigubba to Ananthapuramu District border section of Nh No. 42 in Andhra Pradesh]
																				[NHAI/13013/547/CO/23-24/ CB/Yerradoddi FP][2023_NHAI_166783_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
06-Sep-2023 09:00 AM,19-Sep-2023 11:00 AM,20-Sep-2023 11:30 AM,"[Engagement of user fee collection agency on the basis of competitive bidding through e-tender on Gadanki fee plaza at km 37.350 for the section from Chittoor to Mallavaram  of NH-140 in the State of Andhra Pradesh]
																				[NHAI/13013/547/CO/ 23-24/CB/Gadanki FP][2023_NHAI_166782_1]",National Highways Authority of India||Head Office - NHAI||Commercial Operation - NHAI
05-Sep-2023 06:00 PM,23-Oct-2023 11:00 AM,25-Oct-2023 11:30 AM,"[Short Term Improvement and Routine Maintenance of Two Laning with paved Shoulders of Bheem Gulabpura including Parasoli Bypass from Km 0.000 to Km 69.267 section of NH148D (Pkg I and II) in the State of Rajasthan]
																				[NHAI/Raj/Tech/BPG/PBMC/207919][2023_NHAI_166752_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
05-Sep-2023 09:00 AM,25-Oct-2023 11:00 AM,26-Oct-2023 11:30 AM,"[Development of 4 lane Economic Corridor from Kharagpur to Chandrakona Ghatal Road Crossing sec Km0.000 to Km 41.000 of NH 116A (PKG I) in the  state of West Bengal under HAM Mode.	]
																				[NHAI/WB/ EC/Kharagpur Moregram/GF /Pkg1/2023][2023_NHAI_166641_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
04-Sep-2023 06:55 PM,25-Oct-2023 11:00 AM,26-Oct-2023 11:30 AM,"[Development of 4 lane EC from Chandrakona Ghatal Road Crossing to Bowaichandi sec Km41.000 to Km89.814 of NH 116A (Package2)in the state of West Bengal under HAM Mode]
																				[NHAI/WB/ EC/Kharagpur Moregram/GF /Pkg2/2023][2023_NHAI_166636_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
04-Sep-2023 06:15 PM,18-Oct-2023 11:00 AM,19-Oct-2023 11:30 AM,"[Supervision Consultancy Services for Operation and Maintenance of Piska More Palma section From Km. 3.500 to Km. 26.000 of NH 23 and Kutchery Chowk RanchiBijupara Section From Km. 3.560 to Km. 34.000 and  Bijupara Kuru from Km. 34.000 to Km. 55.000  ]
																				[NHAI/RO/RNC/JH/2023-24/09 ][2023_NHAI_166632_1]",National Highways Authority of India||RO-Ranchi - NHAI
04-Sep-2023 06:00 PM,25-Oct-2023 11:00 AM,26-Oct-2023 11:30 AM,"[Development of 4 lane Economic Corridor from Before Mayurakshi Bridge Approach to Moregram section  Km 180.000 to Km 230.957 of NH116A (Package 5) in the state of West Bengal under HAM Mode.]
																				[NHAI/WB//EC/Kharagpur Moregram/Greenfield/Pkg-5/20][2023_NHAI_166611_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
04-Sep-2023 05:50 PM,18-Oct-2023 11:00 AM,19-Oct-2023 11:30 AM,"[Operation and Maintenance of Rest Area Facility amenity at Nagasarang Ch. 200.980 on Ranchi to Jamshedpur section of NH 33 under jurisdiction of RO Ranchi PIU Ranchi 2nd Call]
																				[NHAI/RO/RNC/JH/Rest Area/NH-33/33][2023_NHAI_166613_1]",National Highways Authority of India||RO-Ranchi - NHAI
04-Sep-2023 05:30 PM,18-Oct-2023 11:00 AM,19-Oct-2023 11:30 AM,"[Operation and Maintenance of Rest Area Facility amenity at Deori  Ch.181.370 on Ranchi to Jamshedpur section of NH 33 under jurisdiction of RO Ranchi PIU Ranchi 2nd Call]
																				[NHAI/RO/RNC/JH/Rest Area/NH-33/32][2023_NHAI_166609_1]",National Highways Authority of India||RO-Ranchi - NHAI
04-Sep-2023 10:00 AM,19-Oct-2023 10:00 AM,20-Oct-2023 10:00 AM,"[Consultancy Services for preparation of Detailed Project Report for Four / Six laning of Dindigul - Theni - Kumili section of NH-183 in the State of Tamil Nadu]
																				[NHAI/17011/02/20/2023/ROM][2023_NHAI_166521_1]",National Highways Authority of India||RO-Thiruvananthapuram - NHAI
02-Sep-2023 05:50 PM,19-Sep-2023 05:00 PM,20-Sep-2023 05:00 PM,"[Repair Work]
																				[NHAI/PIU/THANJ/11019/60/2018][2023_NHAI_166516_2]",National Highways Authority of India||RO-Chennai - NHAI
02-Sep-2023 02:00 PM,04-Oct-2023 04:00 PM,05-Oct-2023 04:00 PM,"[Urgent work for road marking]
																				[NHAI/PIU/Thanj/11015/10/2007][2023_NHAI_166481_1]",National Highways Authority of India||RO-Chennai - NHAI
02-Sep-2023 02:00 PM,25-Sep-2023 05:00 PM,26-Sep-2023 05:00 PM,"[Appointment of Safety Consultant from Sardar Patel Ring Road (km 0.00) to Adhelai village of Bhavnagar dist (km 109.019) of Ahmedabad-Dholera Greenfild Alignment (NH-751) under Bharatmala pariyojana in Gujarat on EPC Mode A-D Exp Pkg-1,2,3,4]
																				[NHAI/RO-GNR/RSC/AD/Pkg 1-4/ 2023][2023_NHAI_166491_1]",National Highways Authority of India||Head Office - NHAI
02-Sep-2023 12:00 PM,21-Sep-2023 11:00 AM,22-Sep-2023 11:30 AM,"[Short Term Improvement and Routine Maintenance for the work of  Six Laning of Aurangabad to Bihar/ Jharkhand Border (Chordaha) Section of NH-02 from km. 180.00 to km. 209.827 (PKG-I) and km. 209.827 to Km249.525 (PKG - II) in the State of Bihar ]
																				[NIT No- 208/RO-PATNA/NHAI/2023-24][2023_NHAI_166468_1]",National Highways Authority of India||RO-Patna - NHAI
01-Sep-2023 06:30 PM,19-Oct-2023 11:00 AM,20-Oct-2023 11:30 AM,"[1.Construction of 2 flyovers of 4lanes at Chhatauni Chowk and Awadesh Chowk 2.	Reconst of 3no. of gantry girder gates.3 Const. of Service Road and Drain near Piprakothi on NH27  (Under TOT) in the district of East Champaran in Bihar on EPC Mode]
																				[NHAI/HQ/BH /Chhatauni Awdhesh Gantry SR/2023][2023_NHAI_166441_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
01-Sep-2023 06:00 PM,16-Oct-2023 11:00 AM,17-Oct-2023 11:00 AM,"[Construction of flyover at Sidhauli (Biswa-SadanTiraha) Km. 446.370 on Sitapur-Lucknow Sec. NH-30 (old-NH-24) in the State of Uttar Pradesh on EPC Mode]
																				[25001/RO-W-UP/L-S/EPCTender/BS][2023_NHAI_166415_1]",National Highways Authority of India||RO-Guwahati - NHAI
31-Aug-2023 06:55 PM,21-Sep-2023 05:00 PM,22-Sep-2023 05:00 PM,"[Appointment of Safety Consultant for Sanchore - Santalpur Section (km 4.888 km 130.073) of NH-754K Amritsar Jamnagar Economic Corridor in the State of Gujarat on EPC Mode Pkg-1,2,3,4 Total Length- 125.185 km]
																				[NHAI/RO-GNR/RSC/RGBS/Pkg 1-4/2023][2023_NHAI_166299_1]",National Highways Authority of India||Head Office - NHAI
31-Aug-2023 06:55 PM,03-Oct-2023 11:00 AM,04-Oct-2023 12:30 PM,"[Construction of Underpass at km. 131.530 and CUP at km. 131.700 at Charampa along with approaches on Chandikhole Bhadrak section of NH 16 in the state of Odisha on EPC Mode 2nd Call]
																				[NHAI/13012/109/RO/OD/2023][2023_NHAI_166307_1]",National Highways Authority of India||RO-Bhubaneswar - NHAI
31-Aug-2023 06:00 PM,18-Oct-2023 11:00 AM,19-Oct-2023 11:30 AM,"[Development Operation and Maintenance of Ropeway between Ujjain Jn Railway Station and Mahakaleshwar Temple in Madhya Pradesh on HAM.]
																				[NHLML/ Ropeways/ Ujjain/ 2023][2023_NHAI_166302_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
31-Aug-2023 06:00 PM,17-Oct-2023 11:00 AM,18-Oct-2023 11:30 AM,"[Development Operation and MMLP Park MMLP at Sri Satya Sai Anantapur District in  Andhra Pradesh through PPP on DBFOT basis.]
																				[NHLML/ MMLP/ ANANTAPUR/ 2023][2023_NHAI_166294_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
31-Aug-2023 05:15 PM,16-Oct-2023 11:00 AM,17-Oct-2023 11:30 AM,"[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS.]
																				[NHAI/WSA/OM/ West-7/2023][2023_NHAI_166288_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
31-Aug-2023 05:00 PM,16-Oct-2023 11:00 AM,17-Oct-2023 11:30 AM,"[DEVELOPING OPERATING AND MAINTAINENCE OF LARGE AND SMALL WAYSIDE AMENITIES ON DIFFERENT SECTIONS OF NATIONAL HIGHWAY ON LEASE BASIS]
																				[NHAI/WSA/OM/ Chhatarpur/2023][2023_NHAI_166278_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
31-Aug-2023 01:00 PM,03-Oct-2023 11:00 AM,04-Oct-2023 11:30 AM,"[CS for AE for Development of Jhajra - Asharori Link Road (Design Ch 0.050 to Ch 12.220) in Uttarakhand on EPC Mode.]
																				[NHAI/ TECH /UKD /Jhajra Ashaori/AE/ 2023][2023_NHAI_166205_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
30-Aug-2023 05:00 PM,19-Sep-2023 05:00 PM,20-Sep-2023 05:00 PM,"[Operation and Maintenance of Highway Nest (Mini) including the toilets constructed under Swachh Bharat Mission at toll plazas in the State of Tamil Nadu under the Jurisdiction of RO Chennai ]
																				[NHAI/ROC/HNM/140][2023_NHAI_166153_1]",National Highways Authority of India||RO-Chennai - NHAI
30-Aug-2023 05:00 PM,03-Oct-2023 05:00 PM,04-Oct-2023 05:30 PM,"[Permanent Rectification of Black Spot TN-02-384, TN-03-253, TN-03-254 by Constructing 3 VUPs at Km.64.920, Km.78.379 and Km.80.684 and Service Roads Km 88 on both sides Kumarapalayam Chengapalli Section of NH544 in the State of Tamil Nadu on EPC]
																				[NHAI/RO-Chennai/Black Spots/2023-24/141][2023_NHAI_166140_1]",National Highways Authority of India||RO-Chennai - NHAI
30-Aug-2023 02:00 PM,29-Sep-2023 11:00 AM,30-Sep-2023 11:30 AM,"[IE Services for the work of Const. of 2Lane with paved Shoulder of road frm Bakaur to Parsarma NH527A Parsarma to Bariyahi NH327E Bangaon Bypass and Mahishi Spur road the total length of 39.183 km under BRT Scheme in Bihar on HAM Mode.(2nd call)]
																				[NHAI/HQ/ BH/Bakaur Parsarma/ IE/2022][2023_NHAI_166133_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
30-Aug-2023 01:30 PM,28-Sep-2023 11:00 AM,29-Sep-2023 11:30 AM,"[CS for IEC of 4-6lane bypass for Belagavi city from Km11.00(Goa side)of NH4A to Km516.000(Pune side) of NH4 (34.48 km) in Karnataka on HAM Pckg1A.]
																				[NHAI/ KNT/ BelgaumBypass/ Pckg1A/ IE/2023/ 191285(][2023_NHAI_166123_1]",National Highways Authority of India||Head Office - NHAI||Technical - NHAI
30-Aug-2023 09:00 AM,27-Sep-2023 11:00 AM,29-Sep-2023 12:00 PM,"[Consultancy Services for Authoritys Engineer for supervision of ongoing EPC works on Surat Dahisar Km 381 000 to Km 502 000 section of NH 48 in the State of Maharashtra]
																				[NHAI/RO/MUM/THANE/SD/AE/2023][2023_NHAI_166079_1]",National Highways Authority of India||RO-Mumbai - NHAI
29-Aug-2023 06:55 PM,28-Sep-2023 05:00 PM,29-Sep-2023 05:00 PM,"[Construction of VUP at Daman Ganga Ch. 368.850 km including Service road, Culverts and Minor bridge between Daman Ganga river and Mohan Gam railway for rectification of blackspots id GJ-(02)-066 on Surat-Vapi section of nh-8 new NH-48 on EPC Mode]
																				[NHAI/RO-GNR/NH-48/Blackspots /Damanganga/2023][2023_NHAI_166077_1]",National Highways Authority of India||RO-Gandhinagar - NHAI
29-Aug-2023 05:10 PM,12-Oct-2023 11:00 AM,13-Oct-2023 11:30 AM,"[Supervision Consultancy services during Operation and Maintenance period of Four Laning of Chauka Mahulia Baharagora section of NH 33 from Km 217.300 to Km 333.500 and Baharagora JH WB Border section of NH 6 from Km 199.200 to Km 183.587 Jharkhand]
																				[NHAI/RO/RNC/JH/2023-24/06][2023_NHAI_166053_1]",National Highways Authority of India||RO-Ranchi - NHAI
26-Aug-2023 04:15 PM,23-Sep-2023 11:00 AM,25-Sep-2023 12:00 PM,"[Construction of Service Road between Aena and Palsana from km 48.950 to 53.550 (LHS), Vanesha from km 57.700 to 58.050 (BHS), Nandida Village BHS from km 59.300 to 60.470 and Mandal Village LHS from km 101.800 to 102.300 on Hazira Port_ Surat_ Gujara]
																				[NHAI/RO-GNR/Tender/2023/NH-53 ][2023_NHAI_165846_1]",National Highways Authority of India||RO-Gandhinagar - NHAI||Bharuch - NHAI
26-Aug-2023 09:00 AM,09-Oct-2023 02:00 PM,10-Oct-2023 03:00 PM,"[Engagement of Safety Consultant Services]
																				[NHAI/PIU-SGR/SAF-CON/2023/01][2023_NHAI_165780_1]",National Highways Authority of India||RO-Jammu - NHAI
